0.0000e+00	2.0512e-07
2.4414e+00	1.0240e-07
4.8828e+00	1.0339e-10
7.3242e+00	8.9288e-11
9.7656e+00	9.3327e-11
1.2207e+01	8.7857e-11
1.4648e+01	1.0889e-10
1.7090e+01	1.1481e-10
1.9531e+01	1.2863e-10
2.1973e+01	1.0396e-10
2.4414e+01	8.7814e-11
2.6855e+01	9.6979e-11
2.9297e+01	8.8951e-11
3.1738e+01	8.8914e-11
3.4180e+01	1.0333e-10
3.6621e+01	9.2890e-11
3.9062e+01	9.0462e-11
4.1504e+01	1.0578e-10
4.3945e+01	1.0098e-10
4.6387e+01	9.7534e-11
4.8828e+01	8.7858e-11
5.1270e+01	1.0140e-10
5.3711e+01	1.0825e-10
5.6152e+01	1.2382e-10
5.8594e+01	1.1706e-10
6.1035e+01	9.7804e-11
6.3477e+01	1.1164e-10
6.5918e+01	7.8916e-11
6.8359e+01	9.0331e-11
7.0801e+01	9.7335e-11
7.3242e+01	9.3698e-11
7.5684e+01	1.1476e-10
7.8125e+01	9.3819e-11
8.0566e+01	1.1606e-10
8.3008e+01	1.2608e-10
8.5449e+01	1.1141e-10
8.7891e+01	1.1258e-10
9.0332e+01	1.0089e-10
9.2773e+01	1.0761e-10
9.5215e+01	1.0292e-10
9.7656e+01	1.2663e-10
1.0010e+02	1.6308e-10
1.0254e+02	1.4443e-10
1.0498e+02	1.0839e-10
1.0742e+02	1.2311e-10
1.0986e+02	1.4291e-10
1.1230e+02	1.4199e-10
1.1475e+02	1.4842e-10
1.1719e+02	1.2952e-10
1.1963e+02	2.0840e-10
1.2207e+02	3.2332e-10
1.2451e+02	4.4976e-10
1.2695e+02	1.3915e-09
1.2939e+02	3.6330e-09
1.3184e+02	1.6284e-08
1.3428e+02	1.3812e-07
1.3672e+02	2.2578e-05
1.3916e+02	2.6176e-04
1.4160e+02	4.3962e-04
1.4404e+02	3.9871e-04
1.4648e+02	5.1273e-04
1.4893e+02	5.0306e-04
1.5137e+02	4.8786e-04
1.5381e+02	4.7867e-04
1.5625e+02	3.3313e-04
